term,label,definition,exact_synonym
http://purl.obolibrary.org/obo/XPO_0102510,abnormal morphology of right atrium ,Any structural anomaly of the right atrium.,abnormal shape of right atrium
http://purl.obolibrary.org/obo/XPO_0103075,abnormal morphology of subthalamic nucleus ,Any structural anomaly of the subthalamic nucleus.,abnormal shape of subthalamic nucleus
http://purl.obolibrary.org/obo/XPO_0103163,abnormal morphology of myotome of trunk somite 4 ,Any structural anomaly of the myotome of trunk somite 4.,abnormal shape of myotome of trunk somite 4
http://purl.obolibrary.org/obo/XPO_0102209,abnormal morphology of planum trabeculare anticum ,Any structural anomaly of the planum trabeculare anticum.,abnormal shape of planum trabeculare anticum
http://purl.obolibrary.org/obo/XPO_0103038,abnormal morphology of cleavage furrow ,Any structural anomaly of the cleavage furrow.,abnormal shape of cleavage furrow
http://purl.obolibrary.org/obo/XPO_0103126,abnormal morphology of blastomere D1.2.1 ,Any structural anomaly of the blastomere D1.2.1.,abnormal shape of blastomere D1.2.1
http://purl.obolibrary.org/obo/XPO_0103214,abnormal morphology of early proximal tubule ,Any structural anomaly of the early proximal tubule.,abnormal shape of early proximal tubule
http://purl.obolibrary.org/obo/XPO_0103302,absent neural tube,Absence of neural tube.,missing neural tube
http://purl.obolibrary.org/obo/XPO_0100291,abnormal trunk somite 10,Abnormality of trunk somite 10.,abnormality of trunk somite 10
http://purl.obolibrary.org/obo/XPO_0102799,abnormal morphology of dermatome ,Any structural anomaly of the dermatome.,abnormal shape of dermatome
http://purl.obolibrary.org/obo/XPO_0102887,abnormal morphology of mesencephalic vein ,Any structural anomaly of the mesencephalic vein.,abnormal shape of mesencephalic vein
http://purl.obolibrary.org/obo/XPO_0102975,abnormal morphology of myotome of trunk somite 5 ,Any structural anomaly of the myotome of trunk somite 5.,abnormal shape of myotome of trunk somite 5
http://purl.obolibrary.org/obo/XPO_0100078,abnormal neurogenic placode,Abnormality of neurogenic placode.,abnormality of neurogenic placode
http://purl.obolibrary.org/obo/XPO_0100166,abnormal somite,Abnormality of somite.,abnormality of somite
http://purl.obolibrary.org/obo/XPO_0100254,abnormal astrocyte end-foot,Abnormality of astrocyte end-foot.,abnormality of astrocyte end-foot
http://purl.obolibrary.org/obo/XPO_0100342,abnormal forelimb skeleton,Abnormality of forelimb skeleton.,abnormality of forelimb skeleton
http://purl.obolibrary.org/obo/XPO_0100430,abnormal odontoid tissue,Abnormality of odontoid tissue.,abnormality of odontoid tissue
http://purl.obolibrary.org/obo/XPO_0103892,Decreased number of sarcomere,The presence of a reduced number of sarcomere.,Reduced number of sarcomere
http://purl.obolibrary.org/obo/XPO_0101083,abnormal T cell,Abnormality of T cell.,abnormality of T cell
http://purl.obolibrary.org/obo/XPO_0101171,abnormal tail somite 17,Abnormality of tail somite 17.,abnormality of tail somite 17
http://purl.obolibrary.org/obo/XPO_0102938,abnormal morphology of ileum ,Any structural anomaly of the ileum.,abnormal shape of ileum
http://purl.obolibrary.org/obo/XPO_0100129,abnormal lateral line placode,Abnormality of lateral line placode.,abnormality of lateral line placode
http://purl.obolibrary.org/obo/XPO_0100217,abnormal ionocyte,Abnormality of ionocyte.,abnormality of ionocyte
http://purl.obolibrary.org/obo/XPO_0100305,abnormal fin,Abnormality of fin.,abnormality of fin
http://purl.obolibrary.org/obo/XPO_0103679,abnormally formed tarsus in regenerating hindlimb,An abnormally formed/malformed tarsus in regenerating hindlimb.,malformed tarsus in regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103767,increased size of the left eye,An increase in the size of the left eye.,enlarged left eye
http://purl.obolibrary.org/obo/XPO_0101046,abnormal mm. constrictores branchiales IV,Abnormality of mm. constrictores branchiales IV.,abnormality of mm. constrictores branchiales IV
http://purl.obolibrary.org/obo/XPO_0101134,abnormal nucleus reticularis inferior,Abnormality of nucleus reticularis inferior.,abnormality of nucleus reticularis inferior
http://purl.obolibrary.org/obo/XPO_0101222,abnormal medial septum,Abnormality of medial septum.,abnormality of medial septum
http://purl.obolibrary.org/obo/XPO_0101310,abnormal pigment layer,Abnormality of pigment layer.,abnormality of pigment layer
http://purl.obolibrary.org/obo/XPO_0102051,abnormal morphology of hindlimb digit 2 ,Any structural anomaly of the hindlimb digit 2.,abnormal shape of hindlimb digit 2
http://purl.obolibrary.org/obo/XPO_0103818,decreased length of hindlimb digit 3 in regenerating hindlimb,Decreased length or shortening of the hindlimb digit 3 in the regenerating hindlimb.,short hindlimb digit 3 in regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103906,absent right olfactory pit,Absence of right olfactory pit.,missing right olfactory pit
http://purl.obolibrary.org/obo/XPO_0101009,abnormal blastomere D1.1.1,Abnormality of blastomere D1.1.1.,abnormality of blastomere D1.1.1
http://purl.obolibrary.org/obo/XPO_0102014,abnormal morphology of interdigital mesenchyme ,Any structural anomaly of the interdigital mesenchyme.,abnormal shape of interdigital mesenchyme
http://purl.obolibrary.org/obo/XPO_0102102,abnormal morphology of mandibular crest ,Any structural anomaly of the mandibular crest.,abnormal shape of mandibular crest
http://purl.obolibrary.org/obo/XPO_0100895,abnormal presacral vertebra,Abnormality of presacral vertebra.,abnormality of presacral vertebra
http://purl.obolibrary.org/obo/XPO_0107274,abnormal anterior region,Abnormality of anterior region.,abnormality of anterior region
http://purl.obolibrary.org/obo/XPO_0100983,abnormal skin gland,Abnormality of skin gland.,abnormality of skin gland
http://purl.obolibrary.org/obo/XPO_0107362,abnormal morphology of posterior region ,Any structural anomaly of the posterior region.,abnormal shape of posterior region
http://purl.obolibrary.org/obo/XPO_0100858,abnormal presumptive midbrain-hindbrain boundary,Abnormality of presumptive midbrain-hindbrain boundary.,abnormality of presumptive midbrain-hindbrain boundary
http://purl.obolibrary.org/obo/XPO_0100946,abnormal melanotrope,Abnormality of melanotrope.,abnormality of melanotrope
http://purl.obolibrary.org/obo/XPO_0107325,abnormal adult thrombocyte,Abnormality of adult thrombocyte.,abnormality of adult thrombocyte
http://purl.obolibrary.org/obo/XPO_0107413,abnormal morphology of regenerating pelvic girdle ,Any structural anomaly of the regenerating pelvic girdle.,abnormal shape of regenerating pelvic girdle
http://purl.obolibrary.org/obo/XPO_0101599,abnormal raphe nucleus,Abnormality of raphe nucleus.,abnormality of raphe nucleus
http://purl.obolibrary.org/obo/XPO_0101775,abnormal morphology of branchial crest ,Any structural anomaly of the branchial crest.,abnormal shape of branchial crest
http://purl.obolibrary.org/obo/XPO_0101863,abnormal morphology of compound organ ,Any structural anomaly of the compound organ.,abnormal shape of compound organ
http://purl.obolibrary.org/obo/XPO_0101951,abnormal morphology of middle lateral line ,Any structural anomaly of the middle lateral line.,abnormal shape of middle lateral line
http://purl.obolibrary.org/obo/XPO_0100909,abnormal choroid fissure,Abnormality of choroid fissure.,abnormality of choroid fissure
http://purl.obolibrary.org/obo/XPO_0102692,abnormal morphology of m. rectus superior ,Any structural anomaly of the m. rectus superior.,abnormal shape of m. rectus superior
http://purl.obolibrary.org/obo/XPO_0102780,abnormal morphology of suprablastoporal endoderm ,Any structural anomaly of the suprablastoporal endoderm.,abnormal shape of suprablastoporal endoderm
http://purl.obolibrary.org/obo/XPO_0101826,abnormal morphology of preoptic area ,Any structural anomaly of the preoptic area.,abnormal shape of preoptic area
http://purl.obolibrary.org/obo/XPO_0101914,abnormal morphology of pelvic girdle primordium ,Any structural anomaly of the pelvic girdle primordium.,abnormal shape of pelvic girdle primordium
http://purl.obolibrary.org/obo/XPO_0102479,abnormal morphology of stomach ,Any structural anomaly of the stomach.,abnormal shape of stomach
http://purl.obolibrary.org/obo/XPO_0102567,abnormal morphology of skeleton ,Any structural anomaly of the skeleton.,abnormal shape of skeleton
http://purl.obolibrary.org/obo/XPO_0102655,abnormal morphology of ultimobranchial body ,Any structural anomaly of the ultimobranchial body.,abnormal shape of ultimobranchial body
http://purl.obolibrary.org/obo/XPO_0102743,abnormal morphology of mesonephric late distal tubule ,Any structural anomaly of the mesonephric late distal tubule.,abnormal shape of mesonephric late distal tubule
http://purl.obolibrary.org/obo/XPO_0102831,abnormal morphology of optic disc ,Any structural anomaly of the optic disc.,abnormal shape of optic disc
http://purl.obolibrary.org/obo/XPO_0100022,abnormal distal mesenchyme,Abnormality of distal mesenchyme.,abnormality of distal mesenchyme
http://purl.obolibrary.org/obo/XPO_0100110,abnormal trigeminal nerve,Abnormality of trigeminal nerve.,abnormality of trigeminal nerve
http://purl.obolibrary.org/obo/XPO_0103396,Increased number of filamentous actin in the blastocoel roof,The presence of an increased number of filamentous actin in the blastocoel roof.,Extra filamentous actin in the blastocoel roof
http://purl.obolibrary.org/obo/XPO_0103572,decreased length of tibia-fibula,Decreased length or shortening of the tibia-fibula.,short tibia-fibula
http://purl.obolibrary.org/obo/XPO_0103660,abnormally formed left inner ear,An abnormally formed/malformed left inner ear.,malformed left inner ear
http://purl.obolibrary.org/obo/XPO_0102618,abnormal morphology of gut epithelium ,Any structural anomaly of the gut epithelium.,abnormal shape of gut epithelium
http://purl.obolibrary.org/obo/XPO_0102706,abnormal morphology of germinal vesicle ,Any structural anomaly of the germinal vesicle.,abnormal shape of germinal vesicle
http://purl.obolibrary.org/obo/XPO_0103359,decreased size of the proximal tubule,An abnormal reduction in the size of the proximal tubule.,abnormally small proximal tubule
http://purl.obolibrary.org/obo/XPO_0103711,increased size of the alimentary system,An increase in the size of the alimentary system.,enlarged alimentary system
http://purl.obolibrary.org/obo/XPO_0100399,abnormal radio-ulna,Abnormality of radio-ulna.,abnormality of radio-ulna
http://purl.obolibrary.org/obo/XPO_0115797,abnormal duplication of claw of hindlimb digit 1 ,Any abnormal duplication of the claw of hindlimb digit 1.,abnormally duplicated claw of hindlimb digit 1
http://purl.obolibrary.org/obo/XPO_0115797,abnormal duplication of claw of hindlimb digit 1 ,Any abnormal duplication of the claw of hindlimb digit 1.,abnormal duplication of claw of hindlimb digit 1
http://purl.obolibrary.org/obo/XPO_0100487,abnormal distal tubule,Abnormality of distal tubule.,abnormality of distal tubule
http://purl.obolibrary.org/obo/XPO_0100575,abnormal diencephalon,Abnormality of diencephalon.,abnormality of diencephalon
http://purl.obolibrary.org/obo/XPO_0100663,abnormal enteric neuron,Abnormality of enteric neuron.,abnormality of enteric neuron
http://purl.obolibrary.org/obo/XPO_0100751,abnormal coracoid,Abnormality of coracoid.,abnormality of coracoid
http://purl.obolibrary.org/obo/XPO_0101492,abnormal atrial septum,Abnormality of atrial septum.,abnormality of atrial septum
http://purl.obolibrary.org/obo/XPO_0101580,abnormal cutaneous magnus,Abnormality of cutaneous magnus.,abnormality of cutaneous magnus
http://purl.obolibrary.org/obo/XPO_0100538,abnormal archenteron floor,Abnormality of archenteron floor.,abnormality of archenteron floor
http://purl.obolibrary.org/obo/XPO_0100626,abnormal primordial germ cell,Abnormality of primordial germ cell.,abnormality of primordial germ cell
http://purl.obolibrary.org/obo/XPO_0100714,abnormal epidermal cell,Abnormality of epidermal cell.,abnormality of epidermal cell
http://purl.obolibrary.org/obo/XPO_0100802,abnormal exocrine cell,Abnormality of exocrine cell.,abnormality of exocrine cell
http://purl.obolibrary.org/obo/XPO_0101279,abnormal hindlimb bud tip,Abnormality of hindlimb bud tip.,abnormality of hindlimb bud tip
http://purl.obolibrary.org/obo/XPO_0101367,abnormal vestibular apparatus,Abnormality of vestibular apparatus.,abnormality of vestibular apparatus
http://purl.obolibrary.org/obo/XPO_0101455,abnormal m. orbitohyoideus,Abnormality of m. orbitohyoideus.,abnormality of m. orbitohyoideus
http://purl.obolibrary.org/obo/XPO_0101543,abnormal external gill,Abnormality of external gill.,abnormality of external gill
http://purl.obolibrary.org/obo/XPO_0102196,abnormal morphology of central retina ,Any structural anomaly of the central retina.,abnormal shape of central retina
http://purl.obolibrary.org/obo/XPO_0102284,abnormal morphology of medial cardinal vein ,Any structural anomaly of the medial cardinal vein.,abnormal shape of medial cardinal vein
http://purl.obolibrary.org/obo/XPO_0102372,abnormal morphology of profundal placode ,Any structural anomaly of the profundal placode.,abnormal shape of profundal placode
http://purl.obolibrary.org/obo/XPO_0102460,abnormal morphology of atrioventricular valve leaflet ,Any structural anomaly of the atrioventricular valve leaflet.,abnormal shape of atrioventricular valve leaflet
http://purl.obolibrary.org/obo/XPO_0101418,abnormal m. levator scapulae superior,Abnormality of m. levator scapulae superior.,abnormality of m. levator scapulae superior
